record_id,call_failure,complains,subscription_length,charge_amount,seconds_of_use,frequency_of_use,frequency_of_sms,distinct_called_numbers,age_group,tariff_plan,status,age,customer_value,fn,fp,churn,complaint_label,tariff_label,status_label,churn_label,tenure_band,call_activity_band,sms_activity_band,retention_priority_score,retention_priority
952,0,0,39,0,318,5,7,4,2,1,2,25,46.035,41.4315,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
962,9,1,38,0,2238,54,8,17,3,1,2,30,123.68,111.312,62.368,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,1–25 SMS,8,High
967,0,0,37,0,875,14,0,11,2,1,2,25,40.005,36.0045,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,No SMS,7,High
968,2,0,38,0,710,14,13,8,3,1,2,30,80.96,72.864,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
969,0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,No SMS,7,High
977,9,1,35,0,2990,41,9,16,3,1,2,30,157.24,141.516,65.724,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
979,0,0,36,0,133,2,0,2,3,1,2,30,5.4,4.86,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,7,High
982,0,0,36,0,628,7,9,4,4,1,2,45,38.375,34.5375,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
991,11,0,27,0,700,25,10,7,2,1,2,25,77.625,69.8625,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
992,0,0,26,0,825,10,21,3,4,1,2,45,73.375,66.0375,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1002,0,0,39,0,318,5,7,4,2,1,2,25,46.035,41.4315,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1012,9,1,38,0,2238,54,8,17,3,1,2,30,123.68,111.312,62.368,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,1–25 SMS,8,High
1017,0,0,37,0,875,14,0,11,2,1,2,25,40.005,36.0045,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,No SMS,7,High
1018,2,0,38,0,710,14,13,8,3,1,2,30,80.96,72.864,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1019,0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,No SMS,7,High
1023,23,1,33,0,955,47,16,17,2,1,2,25,117.09,105.381,61.709,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
1029,0,0,36,0,133,2,0,2,3,1,2,30,5.4,4.86,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,7,High
1032,0,0,36,0,628,7,9,4,4,1,2,45,38.375,34.5375,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
1041,11,0,27,0,700,25,10,7,2,1,2,25,77.625,69.8625,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1042,0,0,26,0,825,10,21,3,4,1,2,45,73.375,66.0375,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1050,3,1,9,1,1487,19,0,7,3,1,1,30,60.24,54.216,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,No SMS,8,High
1052,0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,No calls,No SMS,7,High
1067,0,0,35,0,570,8,0,9,2,1,2,25,26.01,23.409,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1068,0,0,36,0,405,8,6,6,2,1,2,25,45.585,41.0265,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1069,0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1079,0,1,34,0,0,0,0,0,3,1,2,30,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
1082,0,0,34,0,323,1,2,2,4,1,2,45,13.1,11.79,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
1091,6,0,25,0,395,19,3,5,2,1,2,25,32.13,28.917,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1092,0,0,24,0,520,4,14,1,4,1,2,45,48.1,43.29,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
1100,0,1,7,0,1183,13,0,5,2,1,2,25,53.82,48.438,60,1,Complaint,Pay as you go,Non-active,Churned,0–12 months,1–25 calls,No SMS,11,High
1150,1,1,9,1,1243,16,0,7,3,1,1,30,50.36,45.324,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,No SMS,8,High
1152,0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1167,0,0,33,0,510,5,0,7,2,1,2,25,23.175,20.8575,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1168,0,0,34,0,345,5,1,4,2,1,2,25,20.25,18.225,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1169,0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1177,1,1,31,0,2625,32,0,12,2,1,2,25,119.565,107.6085,61.9565,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
1179,0,1,32,0,0,0,0,0,2,1,2,25,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
1182,0,0,32,0,263,1,0,1,3,1,2,30,10.56,9.504,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,7,High
1191,3,0,23,0,335,16,0,3,2,1,2,25,15.795,14.2155,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,No SMS,7,High
1192,0,0,22,0,0,0,9,0,4,1,2,45,22.5,20.25,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,1–25 SMS,7,High
1200,0,1,5,0,1123,10,0,3,2,1,2,25,50.985,45.8865,60,1,Complaint,Pay as you go,Non-active,Churned,0–12 months,1–25 calls,No SMS,11,High
1202,0,0,41,0,93,1,10,6,2,1,2,25,49.23,44.307,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1217,0,0,39,0,650,10,3,13,2,1,2,25,43.2,38.88,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1218,0,0,40,0,485,10,16,10,2,1,2,25,94.275,84.8475,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1219,0,0,39,0,0,0,3,0,2,1,2,25,13.5,12.15,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,1–25 SMS,7,High
1227,5,1,37,0,2765,37,12,18,2,1,2,25,180.09,162.081,68.009,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
1229,0,0,38,0,0,0,3,0,3,1,2,30,12,10.8,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,1–25 SMS,7,High
1232,0,1,38,0,403,3,12,6,4,1,2,45,40.15,36.135,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,10,High
1241,7,0,29,0,475,21,13,9,2,1,2,25,80.82,72.738,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1242,0,0,28,0,600,6,24,5,4,1,2,45,75.15,67.635,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1250,0,1,11,1,1263,15,3,9,3,1,1,30,63.12,56.808,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
1252,0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1267,0,0,31,0,490,6,0,5,2,1,2,25,22.32,20.088,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1268,0,0,32,0,325,6,0,2,2,1,2,25,14.895,13.4055,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1269,0,0,31,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1277,3,1,29,0,2605,33,0,10,2,1,2,25,118.71,106.839,61.871,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
1279,0,0,30,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1282,0,1,30,0,0,0,0,0,4,1,2,45,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
1291,5,0,21,0,315,17,0,1,2,1,2,25,14.94,13.446,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,No SMS,7,High
1292,0,0,20,0,0,0,4,0,4,1,2,45,10,9,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,1–25 SMS,7,High
1302,0,0,43,0,273,9,15,8,2,1,2,25,80.19,72.171,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1312,9,1,42,0,2193,58,16,21,3,1,2,30,154.04,138.636,65.404,0,Complaint,Pay as you go,Non-active,Retained,37+ months,26–75 calls,1–25 SMS,8,High
1317,0,0,41,0,830,18,8,15,2,1,2,25,74.16,66.744,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1318,2,0,42,0,665,18,21,12,3,1,2,30,111.32,100.188,61.132,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1319,0,0,41,0,0,0,8,0,2,1,2,25,36,32.4,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,1–25 SMS,7,High
1323,23,1,37,0,910,51,24,21,2,1,2,25,151.245,136.1205,65.1245,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
1327,9,1,39,0,2945,45,17,20,3,1,2,30,187.6,168.84,68.76,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
1329,0,0,40,0,88,6,8,6,3,1,2,30,35.76,32.184,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
1332,0,1,40,0,583,11,17,8,4,1,2,45,57.35,51.615,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,10,High
1352,0,0,31,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1367,0,0,29,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1368,0,0,30,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1369,0,0,29,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1373,13,1,25,0,390,31,0,9,2,1,2,25,18.945,17.0505,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
1377,0,1,27,0,2425,25,0,8,2,1,2,25,110.25,99.225,61.025,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,10,High
1378,0,1,28,0,1703,28,12,23,3,1,2,30,117.24,105.516,61.724,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
1379,0,0,28,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1382,0,0,28,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1383,0,1,28,0,0,0,0,0,4,1,1,45,0,0,60,1,Complaint,Pay as you go,Active,Churned,25–36 months,No calls,No SMS,7,High
1391,0,0,19,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,No SMS,7,High
1392,0,0,18,0,0,0,0,0,4,1,2,45,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,No SMS,7,High
1402,0,0,40,0,193,7,11,7,2,1,2,25,58.5,52.65,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1417,0,0,38,0,750,16,4,14,2,1,2,25,52.47,47.223,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1418,0,0,39,0,585,16,17,11,2,1,2,25,103.545,93.1905,60.3545,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1419,0,0,38,0,0,0,4,0,2,1,2,25,18,16.2,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,1–25 SMS,7,High
1423,20,1,34,0,830,49,20,20,2,1,2,25,129.555,116.5995,62.9555,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
1427,6,1,36,0,2865,43,13,19,2,1,2,25,189.36,170.424,68.936,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
1428,6,1,37,0,2143,46,38,34,3,1,2,30,239.56,215.604,73.956,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,26–100 SMS,7,High
1429,0,0,37,0,8,4,4,5,3,1,2,30,16.48,14.832,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,7,High
1432,0,1,37,0,503,9,13,7,4,1,2,45,45.3,40.77,60,1,Complaint,Pay as you go,Non-active,Churned,37+ months,1–25 calls,1–25 SMS,10,High
1442,0,0,27,0,700,12,25,6,4,1,2,45,80.3,72.27,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1450,0,1,10,0,1363,21,4,10,2,1,1,25,80.28,72.252,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
1452,0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1467,0,0,32,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1468,0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1469,0,0,32,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1477,2,1,30,0,2505,27,0,9,2,1,2,25,113.94,102.546,61.394,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
1479,0,0,31,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1482,0,0,31,0,0,0,0,0,4,1,2,45,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1491,4,0,22,0,215,11,0,3,2,1,2,25,10.17,9.153,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,No SMS,7,High
1492,0,0,21,0,0,0,3,0,4,1,2,45,7.5,6.75,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,1–25 SMS,7,High
1502,0,0,37,0,613,9,21,17,2,1,2,25,122.49,110.241,62.249,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1517,0,0,35,0,1170,18,14,24,2,1,2,25,116.46,104.814,61.646,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1519,0,1,35,0,295,4,14,13,2,1,2,25,76.455,68.8095,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,10,High
1528,8,1,34,0,2563,48,48,44,3,1,2,30,296.44,266.796,79.644,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
1529,0,0,34,0,428,6,14,15,3,1,2,30,73.36,66.024,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
1532,0,0,34,0,923,11,23,17,4,1,2,45,80.85,72.765,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
1537,2,1,33,0,1960,48,52,33,3,1,2,30,288.32,259.488,78.832,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
1550,2,1,7,2,1783,23,14,20,3,1,1,30,128.24,115.416,62.824,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
1552,0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,No calls,No SMS,7,High
1567,0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1568,0,0,36,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1569,0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1573,7,0,31,0,50,2,0,1,2,1,2,25,2.34,2.106,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,7,High
1577,0,0,33,0,2085,25,0,9,2,1,2,25,94.95,85.455,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,No SMS,7,High
1578,0,1,34,0,1363,28,6,14,3,1,2,30,79.64,71.676,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,1–25 SMS,8,High
1579,0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1582,0,1,34,0,0,0,0,0,4,1,2,45,0,0,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,10,High
1591,0,0,25,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1592,0,0,24,0,0,0,0,0,4,1,2,45,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,No SMS,7,High
1617,0,0,36,0,685,14,25,13,2,1,2,25,143.955,129.5595,64.3955,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1619,0,0,36,0,0,0,25,0,2,1,2,25,112.5,101.25,61.25,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,1–25 SMS,7,High
1627,4,1,34,0,2800,41,34,18,3,1,2,30,249.64,224.676,74.964,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
1629,0,0,35,0,0,0,25,0,3,1,2,30,100,90,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,1–25 SMS,7,High
1650,0,1,8,1,1298,19,25,9,3,1,1,30,152.68,137.412,65.268,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
1652,0,0,36,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1667,0,0,34,0,455,2,0,5,2,1,2,25,20.565,18.5085,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1668,0,0,35,0,290,2,0,2,2,1,2,25,13.14,11.826,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1669,0,0,34,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1677,4,1,32,0,2570,29,0,10,2,1,2,25,116.955,105.2595,61.6955,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
1679,0,0,33,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1682,0,0,33,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1691,6,0,24,0,280,13,0,1,2,1,2,25,13.185,11.8665,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,No SMS,7,High
1692,0,0,23,0,0,0,0,0,4,1,2,45,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,No SMS,7,High
1700,0,1,6,0,1068,7,0,1,2,1,1,25,48.375,43.5375,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,No SMS,8,High
1702,0,0,37,0,0,0,9,0,2,1,2,25,40.5,36.45,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,No calls,1–25 SMS,7,High
1712,6,1,36,0,2123,49,10,18,3,1,2,30,126.88,114.192,62.688,0,Complaint,Pay as you go,Non-active,Retained,25–36 months,26–75 calls,1–25 SMS,8,High
1717,0,0,35,0,760,9,2,12,2,1,2,25,43.605,39.2445,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1718,0,0,36,0,595,9,15,9,2,1,2,25,94.68,85.212,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1719,0,0,35,0,0,0,2,0,2,1,2,25,9,8.1,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,1–25 SMS,7,High
1728,6,1,34,0,2153,39,36,32,3,1,2,30,231.68,208.512,73.168,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,26–100 SMS,7,High
1729,0,0,34,0,0,0,2,0,3,1,2,30,8,7.2,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,1–25 SMS,7,High
1732,0,0,34,0,513,2,11,5,4,1,2,45,40.375,36.3375,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,1–25 calls,1–25 SMS,7,High
1741,8,0,25,0,585,20,12,8,2,1,2,25,81.225,73.1025,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,1–25 SMS,7,High
1742,0,0,24,0,710,5,23,4,4,1,2,45,75.375,67.8375,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
1750,0,1,7,0,1372,14,2,8,2,1,1,25,71.37,64.233,60,1,Complaint,Pay as you go,Active,Churned,0–12 months,1–25 calls,1–25 SMS,8,High
1752,0,0,37,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,No calls,No SMS,7,High
1767,0,0,35,0,380,7,0,6,2,1,2,25,17.415,15.6735,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1768,0,0,36,0,215,7,0,3,2,1,2,25,9.99,8.991,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1769,0,0,35,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1773,16,1,31,0,460,40,0,12,2,1,2,25,22.5,20.25,60,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
1777,2,1,33,0,2495,34,0,11,2,1,2,25,113.805,102.4245,61.3805,1,Complaint,Pay as you go,Non-active,Churned,25–36 months,26–75 calls,No SMS,8,High
1779,0,0,34,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1782,0,0,34,0,0,0,0,0,4,1,2,45,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1791,4,0,25,0,205,18,0,2,2,1,2,25,10.035,9.0315,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1792,0,0,24,0,0,0,5,0,4,1,2,45,12.5,11.25,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,No calls,1–25 SMS,7,High
1802,0,0,32,0,0,0,0,0,2,1,2,25,0,0,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,No calls,No SMS,7,High
1817,0,0,30,0,570,2,0,8,2,1,2,25,25.74,23.166,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1818,0,0,31,0,405,2,0,5,2,1,2,25,18.315,16.4835,60,0,No complaint,Pay as you go,Non-active,Retained,25–36 months,1–25 calls,No SMS,7,High
1819,0,0,30,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1829,0,0,29,0,0,0,0,0,2,1,2,25,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1832,0,0,29,0,0,0,0,0,3,1,2,30,0,0,60,1,No complaint,Pay as you go,Non-active,Churned,25–36 months,No calls,No SMS,7,High
1841,4,0,20,0,395,13,0,4,2,1,2,25,18.36,16.524,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,No SMS,7,High
1842,0,0,19,0,520,4,6,2,4,1,2,45,28.1,25.29,60,0,No complaint,Pay as you go,Non-active,Retained,13–24 months,1–25 calls,1–25 SMS,7,High
1852,0,0,42,0,13,5,8,3,3,1,2,30,32.72,29.448,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1867,0,0,40,0,570,14,1,10,2,1,2,25,30.78,27.702,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1868,0,0,41,0,405,14,14,7,3,1,2,30,72.76,65.484,60,0,No complaint,Pay as you go,Non-active,Retained,37+ months,1–25 calls,1–25 SMS,7,High
1869,0,0,40,0,0,0,1,0,2,1,2,25,4.5,4.05,60,1,No complaint,Pay as you go,Non-active,Churned,37+ months,No calls,1–25 SMS,7,High
1877,6,1,38,0,2685,41,10,15,3,1,2,30,149.04,134.136,64.904,1,Complaint,Pay as you go,Non-active,Churned,37+ months,26–75 calls,1–25 SMS,8,High
